ID;Assay;Allele X;Allele Y;Name;Type;Auto;Confidence;Final;Converted;Allele X;Allele Y;Comments
S94-A62;4613;;;;;;;;;;;
S94-A61;4620;;;;;;;;;;;
S94-A70;4620;;;;;;;;;;;
S94-A71;4656;;;;;;;;;;;
S94-A72;4630;;;;;;;;;;;
S94-A69;4580;;;;;;;;;;;
S94-A68;4579;;;;;;;;;;;
S94-A67;4606;;;;;;;;;;;
S94-A76;4568;;;;;;;;;;;
S94-A77;4552;;;;;;;;;;;
S94-A78;4552;;;;;;;;;;;
S94-A75;4492;;;;;;;;;;;
S94-A74;4443;;;;;;;;;;;
S94-A73;4388;;;;;;;;;;;
S94-A82;4379;;;;;;;;;;;
S94-A83;4412;;;;;;;;;;;
S94-A84;4342;;;;;;;;;;;
S94-A81;4291;;;;;;;;;;;
S94-A80;4287;;;;;;;;;;;
S94-A79;4276;;;;;;;;;;;
S94-A88;4263;;;;;;;;;;;
S94-A89;4249;;;;;;;;;;;
S94-A90;4255;;;;;;;;;;;
S94-A87;4263;;;;;;;;;;;
S94-A86;4360;;;;;;;;;;;
S94-A85;4272;;;;;;;;;;;
S94-A94;4139;;;;;;;;;;;
S94-A95;4109;;;;;;;;;;;
S94-A96;4109;;;;;;;;;;;
S94-A93;4025;;;;;;;;;;;
S94-A92;3915;;;;;;;;;;;
S94-A91;3670;;;;;;;;;;;
S05-A01;3560;;;;;;;;;;;
S05-A02;3824;;;;;;;;;;;
S05-A03;3824;;;;;;;;;;;
S05-A06;3878;;;;;;;;;;;
S05-A05;3951;;;;;;;;;;;
S05-A04;4005;;;;;;;;;;;
S05-A07;4084;;;;;;;;;;;
S05-A08;4124;;;;;;;;;;;
S05-A09;4137;;;;;;;;;;;
S05-A12;4154;;;;;;;;;;;
S05-A11;4209;;;;;;;;;;;
S05-A10;4299;;;;;;;;;;;
S05-A13;4357;;;;;;;;;;;
S05-A14;4385;;;;;;;;;;;
S05-A15;4389;;;;;;;;;;;
S05-A18;4389;;;;;;;;;;;
S05-A17;4480;;;;;;;;;;;
S05-A16;4517;;;;;;;;;;;
S05-A19;4517;;;;;;;;;;;
S05-A20;4480;;;;;;;;;;;
S05-A21;4480;;;;;;;;;;;
S05-A24;4513;;;;;;;;;;;
S05-A23;4461;;;;;;;;;;;
S05-A22;4461;;;;;;;;;;;
S05-A25;4479;;;;;;;;;;;
S05-A26;4507;;;;;;;;;;;
S05-A27;4529;;;;;;;;;;;
S05-A30;4529;;;;;;;;;;;
S05-A29;4577;;;;;;;;;;;
S05-A28;4621;;;;;;;;;;;
S05-A31;4687;;;;;;;;;;;
S05-A32;4622;;;;;;;;;;;
S05-A33;4612;;;;;;;;;;;
S05-A36;4612;;;;;;;;;;;
S05-A35;4631;;;;;;;;;;;
S05-A34;4643;;;;;;;;;;;
S05-A37;4710;;;;;;;;;;;
S05-A38;4708;;;;;;;;;;;
S05-A39;4666;;;;;;;;;;;
S05-A42;4666;;;;;;;;;;;
S05-A41;4676;;;;;;;;;;;
S05-A40;4726;;;;;;;;;;;
S05-A43;4783;;;;;;;;;;;
S05-A44;4804;;;;;;;;;;;
S05-A45;4699;;;;;;;;;;;
S05-A48;4686;;;;;;;;;;;
S05-A47;4686;;;;;;;;;;;
S05-A46;4707;;;;;;;;;;;
S05-A52;4731;;;;;;;;;;;
S05-A53;4727;;;;;;;;;;;
S05-A54;4693;;;;;;;;;;;
S05-A51;4679;;;;;;;;;;;
S05-A50;4711;;;;;;;;;;;
S05-A49;4824;;;;;;;;;;;
S05-A58;4776;;;;;;;;;;;
S05-A59;4761;;;;;;;;;;;
S05-A60;4709;;;;;;;;;;;
S05-A57;4709;;;;;;;;;;;
S05-A56;4723;;;;;;;;;;;
S05-A55;4752;;;;;;;;;;;
S05-A64;4819;;;;;;;;;;;
S05-A65;4701;;;;;;;;;;;
S05-A66;4624;;;;;;;;;;;
S05-A63;4613;;;;;;;;;;;
S05-A62;4613;;;;;;;;;;;
S05-A61;4620;;;;;;;;;;;
S05-A70;4620;;;;;;;;;;;
S05-A71;4656;;;;;;;;;;;
S05-A72;4630;;;;;;;;;;;
S05-A69;4580;;;;;;;;;;;
S05-A68;4579;;;;;;;;;;;
S05-A67;4606;;;;;;;;;;;
S05-A76;4568;;;;;;;;;;;
S05-A77;4552;;;;;;;;;;;
S05-A78;4552;;;;;;;;;;;
S05-A75;4492;;;;;;;;;;;
S05-A74;4423;;;;;;;;;;;
S05-A73;4388;;;;;;;;;;;
S05-A82;4379;;;;;;;;;;;
S05-A83;4382;;;;;;;;;;;
S05-A84;4342;;;;;;;;;;;
S05-A81;4291;;;;;;;;;;;
S05-A80;4287;;;;;;;;;;;
S05-A79;4276;;;;;;;;;;;
S05-A88;4263;;;;;;;;;;;
S05-A89;4249;;;;;;;;;;;
S05-A90;4255;;;;;;;;;;;
S05-A87;4263;;;;;;;;;;;
S05-A86;4360;;;;;;;;;;;
S05-A85;4272;;;;;;;;;;;
S05-A94;4139;;;;;;;;;;;
S05-A95;4109;;;;;;;;;;;
S05-A96;4109;;;;;;;;;;;
S05-A93;4050;;;;;;;;;;;
S05-A92;3915;;;;;;;;;;;
S05-A91;3670;;;;;;;;;;;
S95-A01;3549;;;;;;;;;;;
S95-A02;3835;;;;;;;;;;;
S95-A03;3835;;;;;;;;;;;
S95-A06;3880;;;;;;;;;;;
S95-A05;4024;;;;;;;;;;;
S95-A04;4139;;;;;;;;;;;
S95-A07;4222;;;;;;;;;;;
S95-A08;4180;;;;;;;;;;;
S95-A09;4172;;;;;;;;;;;
S95-A12;4172;;;;;;;;;;;
S95-A11;4326;;;;;;;;;;;
S95-A10;4483;;;;;;;;;;;
S95-A13;4437;;;;;;;;;;;
S95-A14;4437;;;;;;;;;;;
S95-A15;4514;;;;;;;;;;;
S95-A18;4556;;;;;;;;;;;
S95-A17;4729;;;;;;;;;;;
S95-A16;4561;;;;;;;;;;;
S95-A19;4561;;;;;;;;;;;
S95-A20;4584;;;;;;;;;;;
S95-A21;4629;;;;;;;;;;;
S95-A24;4533;;;;;;;;;;;
S95-A23;4491;;;;;;;;;;;
S95-A22;4491;;;;;;;;;;;
S95-A25;4572;;;;;;;;;;;
S95-A26;4617;;;;;;;;;;;
S95-A27;4648;;;;;;;;;;;
S95-A30;4702;;;;;;;;;;;
S95-A29;4718;;;;;;;;;;;
S95-A28;4706;;;;;;;;;;;
S95-A31;4678;;;;;;;;;;;
S95-A32;4687;;;;;;;;;;;
S95-A33;4684;;;;;;;;;;;
S95-A36;4699;;;;;;;;;;;
S95-A35;4809;;;;;;;;;;;
S95-A34;4780;;;;;;;;;;;
S95-A37;4780;;;;;;;;;;;
S95-A38;4784;;;;;;;;;;;
S95-A39;4880;;;;;;;;;;;
S95-A42;4778;;;;;;;;;;;
S95-A41;4778;;;;;;;;;;;
S95-A40;4787;;;;;;;;;;;
S95-A43;4900;;;;;;;;;;;
S95-A44;5072;;;;;;;;;;;
S95-A45;4878;;;;;;;;;;;
S95-A48;4782;;;;;;;;;;;
S95-A47;4773;;;;;;;;;;;
S95-A46;4804;;;;;;;;;;;
S95-A52;4957;;;;;;;;;;;
S95-A53;4940;;;;;;;;;;;
S95-A54;4805;;;;;;;;;;;
S95-A51;4805;;;;;;;;;;;
S95-A50;4889;;;;;;;;;;;
S95-A49;5110;;;;;;;;;;;
S95-A58;5012;;;;;;;;;;;
S95-A59;4984;;;;;;;;;;;
S95-A60;4938;;;;;;;;;;;
S95-A57;4923;;;;;;;;;;;
S95-A56;4919;;;;;;;;;;;
S95-A55;4919;;;;;;;;;;;
S95-A64;5078;;;;;;;;;;;
S95-A65;4794;;;;;;;;;;;
S95-A66;4667;;;;;;;;;;;
S95-A63;4652;;;;;;;;;;;
S95-A62;4666;;;;;;;;;;;
S95-A61;4738;;;;;;;;;;;
S95-A70;4755;;;;;;;;;;;
S95-A71;4681;;;;;;;;;;;
S95-A72;4640;;;;;;;;;;;
S95-A69;4593;;;;;;;;;;;
S95-A68;4593;;;;;;;;;;;
S95-A67;4619;;;;;;;;;;;
S95-A76;4765;;;;;;;;;;;
S95-A77;4742;;;;;;;;;;;
S95-A78;4620;;;;;;;;;;;
S95-A75;4566;;;;;;;;;;;
S95-A74;4566;;;;;;;;;;;
S95-A73;4556;;;;;;;;;;;
S95-A82;4541;;;;;;;;;;;
S95-A83;4382;;;;;;;;;;;
S95-A84;4358;;;;;;;;;;;
S95-A81;4358;;;;;;;;;;;
S95-A80;4475;;;;;;;;;;;
S95-A79;4465;;;;;;;;;;;
S95-A88;4429;;;;;;;;;;;
S95-A89;4415;;;;;;;;;;;
S95-A90;4415;;;;;;;;;;;
S95-A87;4454;;;;;;;;;;;
S95-A86;4476;;;;;;;;;;;
S95-A85;4534;;;;;;;;;;;
S95-A94;4296;;;;;;;;;;;
S95-A95;4217;;;;;;;;;;;
S95-A96;4217;;;;;;;;;;;
S95-A93;4082;;;;;;;;;;;
S95-A92;3992;;;;;;;;;;;
S95-A91;3700;;;;;;;;;;;
S06-A01;3512;;;;;;;;;;;
S06-A02;3854;;;;;;;;;;;
S06-A03;3854;;;;;;;;;;;
S06-A06;3903;;;;;;;;;;;
S06-A05;4120;;;;;;;;;;;
S06-A04;4438;;;;;;;;;;;
S06-A07;4533;;;;;;;;;;;
S06-A08;4268;;;;;;;;;;;
S06-A09;4241;;;;;;;;;;;
S06-A12;4241;;;;;;;;;;;
S06-A11;4320;;;;;;;;;;;
S06-A10;4826;;;;;;;;;;;
S06-A13;4660;;;;;;;;;;;
S06-A14;4660;;;;;;;;;;;
S06-A15;4691;;;;;;;;;;;
S06-A18;4809;;;;;;;;;;;
S06-A17;4915;;;;;;;;;;;
S06-A16;4637;;;;;;;;;;;
S06-A19;4637;;;;;;;;;;;
S06-A20;4677;;;;;;;;;;;
S06-A21;4868;;;;;;;;;;;
S06-A24;4496;;;;;;;;;;;
S06-A23;4457;;;;;;;;;;;
S06-A22;4469;;;;;;;;;;;
S06-A25;4624;;;;;;;;;;;
S06-A26;4682;;;;;;;;;;;
S06-A27;4724;;;;;;;;;;;
S06-A30;4962;;;;;;;;;;;
S06-A29;4973;;;;;;;;;;;
S06-A28;4665;;;;;;;;;;;
S06-A31;4637;;;;;;;;;;;
S06-A32;4645;;;;;;;;;;;
S06-A33;4651;;;;;;;;;;;
S06-A36;4684;;;;;;;;;;;
S06-A35;5108;;;;;;;;;;;
S06-A34;4738;;;;;;;;;;;
S06-A37;4738;;;;;;;;;;;
S06-A38;4775;;;;;;;;;;;
S06-A39;5091;;;;;;;;;;;
S06-A42;4775;;;;;;;;;;;
S06-A41;4775;;;;;;;;;;;
S06-A40;4794;;;;;;;;;;;
S06-A43;5055;;;;;;;;;;;
S06-A44;5027;;;;;;;;;;;
S06-A45;5027;;;;;;;;;;;
S06-A48;4789;;;;;;;;;;;
S06-A47;4789;;;;;;;;;;;
S06-A46;4869;;;;;;;;;;;
S06-A52;5358;;;;;;;;;;;
S06-A53;5167;;;;;;;;;;;
S06-A54;4811;;;;;;;;;;;
S06-A51;4811;;;;;;;;;;;
S06-A50;4881;;;;;;;;;;;
S06-A49;5281;;;;;;;;;;;
S06-A58;5281;;;;;;;;;;;
S06-A59;5290;;;;;;;;;;;
S06-A60;5304;;;;;;;;;;;
S06-A57;5229;;;;;;;;;;;
S06-A56;5187;;;;;;;;;;;
S06-A55;5186;;;;;;;;;;;
S06-A64;5145;;;;;;;;;;;
S06-A65;4954;;;;;;;;;;;
S06-A66;4652;;;;;;;;;;;
S06-A63;4652;;;;;;;;;;;
S06-A62;4672;;;;;;;;;;;
S06-A61;4765;;;;;;;;;;;
S06-A70;4771;;;;;;;;;;;
S06-A71;4584;;;;;;;;;;;
S06-A72;4571;;;;;;;;;;;
S06-A69;4560;;;;;;;;;;;
S06-A68;4546;;;;;;;;;;;
S06-A67;4576;;;;;;;;;;;
S06-A76;4974;;;;;;;;;;;
S06-A77;4907;;;;;;;;;;;
S06-A78;4631;;;;;;;;;;;
S06-A75;4629;;;;;;;;;;;
S06-A74;4629;;;;;;;;;;;
S06-A73;4772;;;;;;;;;;;
S06-A82;4662;;;;;;;;;;;
S06-A83;4378;;;;;;;;;;;
S06-A84;4339;;;;;;;;;;;
S06-A81;4371;;;;;;;;;;;
S06-A80;4751;;;;;;;;;;;
S06-A79;4820;;;;;;;;;;;
S06-A88;4704;;;;;;;;;;;
S06-A89;4704;;;;;;;;;;;
S06-A90;4730;;;;;;;;;;;
S06-A87;4766;;;;;;;;;;;
S06-A86;4723;;;;;;;;;;;
S06-A85;4629;;;;;;;;;;;
S06-A94;4444;;;;;;;;;;;
S06-A95;4360;;;;;;;;;;;
S06-A96;4360;;;;;;;;;;;
S06-A93;4082;;;;;;;;;;;
S06-A92;4027;;;;;;;;;;;
S06-A91;3694;;;;;;;;;;;
S96-A01;3428;;;;;;;;;;;
S96-A02;3700;;;;;;;;;;;
S96-A03;3708;;;;;;;;;;;
S96-A06;3720;;;;;;;;;;;
S96-A05;3794;;;;;;;;;;;
S96-A04;3899;;;;;;;;;;;
S96-A07;3988;;;;;;;;;;;
S96-A08;3995;;;;;;;;;;;
S96-A09;3993;;;;;;;;;;;
S96-A12;4005;;;;;;;;;;;
S96-A11;4022;;;;;;;;;;;
S96-A10;4157;;;;;;;;;;;
S96-A13;4221;;;;;;;;;;;
S96-A14;4236;;;;;;;;;;;
S96-A15;4195;;;;;;;;;;;
S96-A18;4195;;;;;;;;;;;
S96-A17;4207;;;;;;;;;;;
S96-A16;4197;;;;;;;;;;;
S96-A19;4197;;;;;;;;;;;
S96-A20;4219;;;;;;;;;;;
S96-A21;4311;;;;;;;;;;;
S96-A24;4309;;;;;;;;;;;
S96-A23;4202;;;;;;;;;;;
S96-A22;4203;;;;;;;;;;;
S96-A25;4216;;;;;;;;;;;
S96-A26;4269;;;;;;;;;;;
S96-A27;4269;;;;;;;;;;;
S96-A30;4330;;;;;;;;;;;
S96-A29;4350;;;;;;;;;;;
S96-A28;4391;;;;;;;;;;;
S96-A31;4445;;;;;;;;;;;
S96-A32;4369;;;;;;;;;;;
S96-A33;4345;;;;;;;;;;;
S96-A36;4345;;;;;;;;;;;
S96-A35;4412;;;;;;;;;;;
S96-A34;4412;;;;;;;;;;;
S96-A37;4412;;;;;;;;;;;
S96-A38;4442;;;;;;;;;;;
S96-A39;4538;;;;;;;;;;;
S96-A42;4538;;;;;;;;;;;
S96-A41;4613;;;;;;;;;;;
S96-A40;4519;;;;;;;;;;;
S96-A43;4519;;;;;;;;;;;
S96-A44;4578;;;;;;;;;;;
S96-A45;4507;;;;;;;;;;;
S96-A48;4507;;;;;;;;;;;
S96-A47;4559;;;;;;;;;;;
S96-A46;4562;;;;;;;;;;;
S96-A52;4546;;;;;;;;;;;
S96-A53;4472;;;;;;;;;;;
S96-A54;4428;;;;;;;;;;;
S96-A51;4428;;;;;;;;;;;
S96-A50;4443;;;;;;;;;;;
S96-A49;4570;;;;;;;;;;;
S96-A58;4512;;;;;;;;;;;
S96-A59;4512;;;;;;;;;;;
S96-A60;4526;;;;;;;;;;;
S96-A57;4517;;;;;;;;;;;
S96-A56;4493;;;;;;;;;;;
S96-A55;4493;;;;;;;;;;;
S96-A64;4616;;;;;;;;;;;
S96-A65;4563;;;;;;;;;;;
S96-A66;4379;;;;;;;;;;;
S96-A63;4367;;;;;;;;;;;
S96-A62;4367;;;;;;;;;;;
S96-A61;4364;;;;;;;;;;;
S96-A70;4364;;;;;;;;;;;
S96-A71;4403;;;;;;;;;;;
S96-A72;4368;;;;;;;;;;;
S96-A69;4295;;;;;;;;;;;
S96-A68;4279;;;;;;;;;;;
S96-A67;4293;;;;;;;;;;;
S96-A76;4292;;;;;;;;;;;
S96-A77;4279;;;;;;;;;;;
S96-A78;4226;;;;;;;;;;;
S96-A75;4224;;;;;;;;;;;
S96-A74;4196;;;;;;;;;;;
S96-A73;4196;;;;;;;;;;;
S96-A82;4168;;;;;;;;;;;
S96-A83;4114;;;;;;;;;;;
S96-A84;4114;;;;;;;;;;;
S96-A81;4156;;;;;;;;;;;
S96-A80;4280;;;;;;;;;;;
S96-A79;4161;;;;;;;;;;;
S96-A88;4132;;;;;;;;;;;
S96-A89;4132;;;;;;;;;;;
S96-A90;4140;;;;;;;;;;;
S96-A87;4205;;;;;;;;;;;
S96-A86;4395;;;;;;;;;;;
S96-A85;4176;;;;;;;;;;;
S96-A94;3998;;;;;;;;;;;
S96-A95;3964;;;;;;;;;;;
S96-A96;3919;;;;;;;;;;;
S96-A93;3825;;;;;;;;;;;
S96-A92;3819;;;;;;;;;;;
S96-A91;3535;;;;;;;;;;;
;;;;;;;;;;;;
Bkgd Data for Probe SNPtype-HEX;;;;;;;;;;;;
Chamber ID;1;;;;;;;;;;;
S45-A01;2653;;;;;;;;;;;
S45-A02;2933;;;;;;;;;;;
S45-A03;2933;;;;;;;;;;;
S45-A06;2989;;;;;;;;;;;
S45-A05;3098;;;;;;;;;;;
S45-A04;3148;;;;;;;;;;;
S45-A07;3095;;;;;;;;;;;
S45-A08;3095;;;;;;;;;;;
S45-A09;3124;;;;;;;;;;;
S45-A12;3200;;;;;;;;;;;
S45-A11;3296;;;;;;;;;;;
S45-A10;3317;;;;;;;;;;;
S45-A13;3302;;;;;;;;;;;
S45-A14;3302;;;;;;;;;;;
S45-A15;3359;;;;;;;;;;;
S45-A18;3386;;;;;;;;;;;
S45-A17;3416;;;;;;;;;;;
S45-A16;3426;;;;;;;;;;;
S45-A19;3388;;;;;;;;;;;
S45-A20;3384;;;;;;;;;;;
S45-A21;3384;;;;;;;;;;;
S45-A24;3400;;;;;;;;;;;
S45-A23;3329;;;;;;;;;;;
S45-A22;3329;;;;;;;;;;;
S45-A25;3316;;;;;;;;;;;
S45-A26;3249;;;;;;;;;;;
S45-A27;3249;;;;;;;;;;;
S45-A30;3351;;;;;;;;;;;
S45-A29;3322;;;;;;;;;;;
S45-A28;3322;;;;;;;;;;;
S45-A31;3435;;;;;;;;;;;
S45-A32;3369;;;;;;;;;;;
S45-A33;3369;;;;;;;;;;;
S45-A36;3380;;;;;;;;;;;
S45-A35;3376;;;;;;;;;;;
S45-A34;3365;;;;;;;;;;;
S45-A37;3365;;;;;;;;;;;
S45-A38;3390;;;;;;;;;;;
S45-A39;3366;;;;;;;;;;;
S45-A42;3366;;;;;;;;;;;
S45-A41;3394;;;;;;;;;;;
S45-A40;3364;;;;;;;;;;;
S45-A43;3364;;;;;;;;;;;
S45-A44;3422;;;;;;;;;;;
S45-A45;3311;;;;;;;;;;;
S45-A48;3284;;;;;;;;;;;
S45-A47;3284;;;;;;;;;;;
S45-A46;3285;;;;;;;;;;;
S45-A52;3273;;;;;;;;;;;
S45-A53;3273;;;;;;;;;;;
S45-A54;3229;;;;;;;;;;;
S45-A51;3229;;;;;;;;;;;
S45-A50;3298;;;;;;;;;;;
S45-A49;3358;;;;;;;;;;;
S45-A58;3302;;;;;;;;;;;
S45-A59;3302;;;;;;;;;;;
S45-A60;3366;;;;;;;;;;;
S45-A57;3338;;;;;;;;;;;
S45-A56;3285;;;;;;;;;;;
S45-A55;3285;;;;;;;;;;;
S45-A64;3401;;;;;;;;;;;
S45-A65;3300;;;;;;;;;;;
S45-A66;3241;;;;;;;;;;;
S45-A63;3228;;;;;;;;;;;
S45-A62;3228;;;;;;;;;;;
S45-A61;3319;;;;;;;;;;;
S45-A70;3328;;;;;;;;;;;
S45-A71;3328;;;;;;;;;;;
S45-A72;3330;;;;;;;;;;;
S45-A69;3323;;;;;;;;;;;
S45-A68;3226;;;;;;;;;;;
S45-A67;3226;;;;;;;;;;;
S45-A76;3280;;;;;;;;;;;
S45-A77;3212;;;;;;;;;;;
S45-A78;3212;;;;;;;;;;;
S45-A75;3195;;;;;;;;;;;
S45-A74;3182;;;;;;;;;;;
S45-A73;3182;;;;;;;;;;;
S45-A82;3237;;;;;;;;;;;
S45-A83;3317;;;;;;;;;;;
S45-A84;3319;;;;;;;;;;;
S45-A81;3270;;;;;;;;;;;
S45-A80;3218;;;;;;;;;;;
S45-A79;3204;;;;;;;;;;;
S45-A88;3191;;;;;;;;;;;
S45-A89;3191;;;;;;;;;;;
S45-A90;3159;;;;;;;;;;;
S45-A87;3159;;;;;;;;;;;
S45-A86;3219;;;;;;;;;;;
S45-A85;3101;;;;;;;;;;;
S45-A94;3073;;;;;;;;;;;
S45-A95;3073;;;;;;;;;;;
S45-A96;3100;;;;;;;;;;;
S45-A93;3103;;;;;;;;;;;
S45-A92;3001;;;;;;;;;;;
S45-A91;2772;;;;;;;;;;;
S51-A01;2673;;;;;;;;;;;
S51-A02;2972;;;;;;;;;;;
S51-A03;3038;;;;;;;;;;;
S51-A06;3152;;;;;;;;;;;
S51-A05;3339;;;;;;;;;;;
S51-A04;3363;;;;;;;;;;;
S51-A07;3299;;;;;;;;;;;
S51-A08;3299;;;;;;;;;;;
S51-A09;3304;;;;;;;;;;;
S51-A12;3404;;;;;;;;;;;
S51-A11;3537;;;;;;;;;;;
S51-A10;3493;;;;;;;;;;;
S51-A13;3474;;;;;;;;;;;
S51-A14;3441;;;;;;;;;;;
S51-A15;3441;;;;;;;;;;;
S51-A18;3518;;;;;;;;;;;
S51-A17;3649;;;;;;;;;;;
S51-A16;3649;;;;;;;;;;;
S51-A19;3633;;;;;;;;;;;
S51-A20;3605;;;;;;;;;;;
S51-A21;3605;;;;;;;;;;;
S51-A24;3544;;;;;;;;;;;
S51-A23;3509;;;;;;;;;;;
S51-A22;3496;;;;;;;;;;;
S51-A25;3418;;;;;;;;;;;
S51-A26;3369;;;;;;;;;;;
S51-A27;3369;;;;;;;;;;;
S51-A30;3466;;;;;;;;;;;
S51-A29;3403;;;;;;;;;;;
S51-A28;3403;;;;;;;;;;;
S51-A31;3444;;;;;;;;;;;
S51-A32;3441;;;;;;;;;;;
S51-A33;3441;;;;;;;;;;;
S51-A36;3441;;;;;;;;;;;
S51-A35;3570;;;;;;;;;;;
S51-A34;3533;;;;;;;;;;;
S51-A37;3533;;;;;;;;;;;
S51-A38;3513;;;;;;;;;;;
S51-A39;3513;;;;;;;;;;;
S51-A42;3552;;;;;;;;;;;
S51-A41;3573;;;;;;;;;;;
S51-A40;3555;;;;;;;;;;;
S51-A43;3512;;;;;;;;;;;
S51-A44;3480;;;;;;;;;;;
S51-A45;3372;;;;;;;;;;;
S51-A48;3361;;;;;;;;;;;
S51-A47;3361;;;;;;;;;;;
S51-A46;3462;;;;;;;;;;;
S51-A52;3435;;;;;;;;;;;
S51-A53;3407;;;;;;;;;;;
S51-A54;3321;;;;;;;;;;;
S51-A51;3321;;;;;;;;;;;
S51-A50;3353;;;;;;;;;;;
S51-A49;3466;;;;;;;;;;;
S51-A58;3351;;;;;;;;;;;
S51-A59;3351;;;;;;;;;;;
S51-A60;3355;;;;;;;;;;;
S51-A57;3355;;;;;;;;;;;
S51-A56;3422;;;;;;;;;;;
S51-A55;3454;;;;;;;;;;;
S51-A64;3414;;;;;;;;;;;
S51-A65;3300;;;;;;;;;;;
S51-A66;3300;;;;;;;;;;;
S51-A63;3288;;;;;;;;;;;
S51-A62;3288;;;;;;;;;;;
S51-A61;3319;;;;;;;;;;;
S51-A70;3452;;;;;;;;;;;
S51-A71;3383;;;;;;;;;;;
S51-A72;3383;;;;;;;;;;;
S51-A69;3543;;;;;;;;;;;
S51-A68;3329;;;;;;;;;;;
S51-A67;3329;;;;;;;;;;;
S51-A76;3349;;;;;;;;;;;
S51-A77;3366;;;;;;;;;;;
S51-A78;3338;;;;;;;;;;;
S51-A75;3294;;;;;;;;;;;
S51-A74;3294;;;;;;;;;;;
S51-A73;3315;;;;;;;;;;;
S51-A82;3359;;;;;;;;;;;
S51-A83;3448;;;;;;;;;;;
S51-A84;3455;;;;;;;;;;;
S51-A81;3420;;;;;;;;;;;
S51-A80;3390;;;;;;;;;;;
S51-A79;3390;;;;;;;;;;;
S51-A88;3388;;;;;;;;;;;
S51-A89;3379;;;;;;;;;;;
S51-A90;3320;;;;;;;;;;;
S51-A87;3320;;;;;;;;;;;
S51-A86;3296;;;;;;;;;;;
S51-A85;3149;;;;;;;;;;;
S51-A94;3125;;;;;;;;;;;
S51-A95;3100;;;;;;;;;;;
S51-A96;3100;;;;;;;;;;;
S51-A93;3119;;;;;;;;;;;
S51-A92;3079;;;;;;;;;;;
S51-A91;2778;;;;;;;;;;;
S44-A01;2702;;;;;;;;;;;
S44-A02;3089;;;;;;;;;;;
S44-A03;3125;;;;;;;;;;;
S44-A06;3260;;;;;;;;;;;
S44-A05;3472;;;;;;;;;;;
S44-A04;3549;;;;;;;;;;;
S44-A07;3575;;;;;;;;;;;
S44-A08;3578;;;;;;;;;;;
S44-A09;3571;;;;;;;;;;;
S44-A12;3571;;;;;;;;;;;
S44-A11;3615;;;;;;;;;;;
S44-A10;3622;;;;;;;;;;;
S44-A13;3596;;;;;;;;;;;
S44-A14;3441;;;;;;;;;;;
S44-A15;3441;;;;;;;;;;;
S44-A18;3518;;;;;;;;;;;
S44-A17;3737;;;;;;;;;;;
S44-A16;3744;;;;;;;;;;;
S44-A19;3755;;;;;;;;;;;
S44-A20;3759;;;;;;;;;;;
S44-A21;3736;;;;;;;;;;;
S44-A24;3613;;;;;;;;;;;
S44-A23;3586;;;;;;;;;;;
S44-A22;3496;;;;;;;;;;;
S44-A25;3496;;;;;;;;;;;
S44-A26;3502;;;;;;;;;;;
S44-A27;3590;;;;;;;;;;;
S44-A30;3541;;;;;;;;;;;
S44-A29;3521;;;;;;;;;;;
S44-A28;3509;;;;;;;;;;;
S44-A31;3459;;;;;;;;;;;
S44-A32;3459;;;;;;;;;;;
S44-A33;3499;;;;;;;;;;;
S44-A36;3559;;;;;;;;;;;
S44-A35;3643;;;;;;;;;;;
S44-A34;3610;;;;;;;;;;;
S44-A37;3610;;;;;;;;;;;
S44-A38;3731;;;;;;;;;;;
S44-A39;3752;;;;;;;;;;;
S44-A42;3785;;;;;;;;;;;
S44-A41;3710;;;;;;;;;;;
S44-A40;3614;;;;;;;;;;;
S44-A43;3614;;;;;;;;;;;
S44-A44;3668;;;;;;;;;;;
S44-A45;3544;;;;;;;;;;;
S44-A48;3544;;;;;;;;;;;
S44-A47;3587;;;;;;;;;;;
S44-A46;3740;;;;;;;;;;;
S44-A52;3729;;;;;;;;;;;
S44-A53;3583;;;;;;;;;;;
S44-A54;3401;;;;;;;;;;;
S44-A51;3361;;;;;;;;;;;
S44-A50;3361;;;;;;;;;;;
S44-A49;3466;;;;;;;;;;;
S44-A58;3513;;;;;;;;;;;
S44-A59;3437;;;;;;;;;;;
S44-A60;3355;;;;;;;;;;;
S44-A57;3355;;;;;;;;;;;
S44-A56;3458;;;;;;;;;;;
S44-A55;3567;;;;;;;;;;;
S44-A64;3484;;;;;;;;;;;
S44-A65;3362;;;;;;;;;;;
S44-A66;3362;;;;;;;;;;;
S44-A63;3442;;;;;;;;;;;
S44-A62;3319;;;;;;;;;;;
S44-A61;3319;;;;;;;;;;;
S44-A70;3456;;;;;;;;;;;
S44-A71;3449;;;;;;;;;;;
S44-A72;3449;;;;;;;;;;;
S44-A69;3553;;;;;;;;;;;
S44-A68;3510;;;;;;;;;;;
S44-A67;3497;;;;;;;;;;;
S44-A76;3497;;;;;;;;;;;
S44-A77;3578;;;;;;;;;;;
S44-A78;3535;;;;;;;;;;;
S44-A75;3529;;;;;;;;;;;
S44-A74;3441;;;;;;;;;;;
S44-A73;3441;;;;;;;;;;;
S44-A82;3465;;;;;;;;;;;
S44-A83;3520;;;;;;;;;;;
S44-A84;3532;;;;;;;;;;;
S44-A81;3532;;;;;;;;;;;
S44-A80;3527;;;;;;;;;;;
S44-A79;3504;;;;;;;;;;;
S44-A88;3476;;;;;;;;;;;
